id,temperature,temp_delta_c,humidity,weight,bee_activity,pressure,voc_ppm,acoustic_hz,ir_entrance_in,ir_entrance_out,pir_motion,battery_v,solar_w,hour_of_day,season_code,health_score,health_status,disease_risk,estimated_harvest_kg
623,22.47,-14.0,88.1,20.09,0.07,1011.1,348.0,577.9,3,86,0,3.17,1.3,15,0,16,3,0.88,1.5
624,34.41,2.6,58.8,43.53,1.0,1006.9,71.5,233.7,73,73,0,3.85,6.4,12,0,97,0,0.03,24.1
625,34.09,2.1,59.3,41.54,0.21,998.1,63.6,244.9,4,1,1,3.96,0.0,19,2,89,0,0.03,19.4
626,33.93,4.8,61.0,37.71,0.18,1019.9,34.3,231.9,4,0,0,4.04,0.0,22,1,92,0,0.11,16.1
627,34.87,4.6,67.1,43.04,0.74,1016.4,55.3,232.5,52,48,0,3.87,6.6,13,2,96,0,0.02,22.6
628,42.04,19.0,26.9,20.51,0.15,1017.4,270.4,603.3,3,41,1,3.17,0.0,10,2,13,3,0.8,1.9
629,34.5,2.7,56.5,37.81,1.0,1018.0,55.2,223.2,64,66,0,3.83,6.8,13,3,90,0,0.03,18.6
630,38.72,6.8,41.2,20.25,0.34,1019.0,215.8,481.0,2,-7,0,3.5,0.0,22,1,51,2,0.68,1.7
631,35.11,4.7,67.9,42.9,0.16,998.8,38.8,222.6,5,0,0,4.15,0.0,6,3,88,0,0.07,20.4
632,35.19,4.2,64.2,48.99,1.0,1017.4,42.3,212.0,76,71,0,4.04,6.2,8,3,98,0,0.06,29.3
633,35.05,3.6,57.0,39.23,0.21,1004.7,63.1,240.5,4,0,0,4.04,0.0,1,2,89,0,0.02,17.5
634,34.74,3.4,66.7,30.31,0.27,1010.0,70.4,215.9,7,10,0,4.05,0.0,6,0,91,0,0.02,10.2
635,34.42,4.5,58.6,46.43,0.27,1018.1,38.9,227.7,4,9,1,3.9,0.0,23,2,93,0,0.05,23.7
636,35.09,5.9,57.4,47.35,0.13,1014.3,33.9,221.1,2,-1,0,3.83,0.0,2,3,91,0,0.09,23.9
637,34.33,5.2,58.7,48.38,0.21,1009.8,42.6,229.8,8,6,0,4.17,0.0,6,1,95,0,0.04,25.1
638,34.7,3.5,60.8,38.48,0.2,1003.0,58.4,239.1,2,6,0,4.07,0.0,18,2,98,0,0.05,16.8
639,34.88,4.3,58.4,44.48,0.17,1019.6,51.0,211.1,3,6,0,4.02,0.0,22,2,94,0,0.05,21.7
640,36.17,4.4,72.2,26.28,0.6,1009.4,106.8,183.0,42,36,0,3.65,4.1,10,0,83,1,0.35,7.2
641,34.88,1.5,72.0,29.89,0.66,1019.3,87.6,187.0,4,-8,0,3.64,0.0,7,2,75,1,0.21,10.5
642,22.84,-4.0,32.1,19.61,0.13,1002.4,278.1,570.8,12,48,1,3.0,0.3,22,1,21,3,0.96,1.2
643,34.14,4.6,63.9,37.58,0.24,1009.1,68.1,223.1,9,6,0,4.07,0.0,6,3,98,0,0.11,16.2
644,34.25,2.4,67.2,46.07,0.25,998.6,48.0,221.4,6,11,0,3.83,0.0,7,0,99,0,0.06,23.3
645,33.77,4.4,76.2,25.93,0.5,1004.8,124.7,207.4,5,-3,0,3.65,0.0,19,1,75,1,0.28,6.8
646,35.14,6.5,60.5,40.23,1.0,1001.1,37.4,233.9,93,89,0,3.84,8.2,12,3,88,0,0.1,20.9
647,32.06,5.2,51.0,32.45,0.67,1002.3,112.5,322.5,60,48,0,3.63,3.4,16,3,81,1,0.28,12.8
648,28.03,-5.0,41.4,24.35,0.37,1004.1,185.8,492.1,24,33,1,3.56,2.1,13,3,64,2,0.49,5.3
649,32.11,0.3,70.9,25.56,0.65,1013.2,112.1,309.8,22,26,0,3.64,1.9,10,2,74,1,0.33,6.6
650,34.44,4.9,63.0,42.52,1.0,1021.5,71.3,241.6,86,89,0,3.81,6.9,13,2,89,0,0.09,23.1
651,41.56,16.2,95.6,20.76,0.18,1017.2,308.5,700.2,1,85,0,3.35,1.2,2,2,37,3,0.89,2.1
652,35.11,4.5,58.6,31.01,1.0,1004.6,61.0,216.5,72,77,0,3.91,3.5,11,3,94,0,0.03,12.2
653,34.11,4.7,64.2,48.19,1.0,1005.7,39.9,231.4,86,90,0,3.92,5.6,14,2,88,0,0.11,28.5
654,34.84,3.8,57.7,30.71,0.89,1010.7,61.4,233.6,56,57,0,4.04,6.6,14,1,91,0,0.05,11.7
655,34.17,5.2,69.6,24.33,0.71,1020.8,123.0,196.9,46,55,0,3.67,2.2,9,2,74,1,0.43,5.6
656,34.1,3.6,56.4,38.99,0.29,1013.9,43.0,240.3,8,11,0,4.03,0.0,3,0,93,0,0.05,17.5
657,34.55,3.9,57.9,33.45,0.27,1014.4,48.2,236.5,6,8,0,3.8,0.0,21,2,95,0,0.1,12.8
658,34.39,5.1,60.4,43.41,0.19,1004.0,38.5,211.0,5,2,0,4.02,0.0,3,3,88,0,0.05,20.9
659,36.57,8.0,74.0,36.78,0.57,1005.0,136.3,331.1,1,13,0,3.58,0.0,18,3,76,1,0.32,16.5
660,34.44,5.4,63.9,41.0,0.17,1015.3,50.0,218.5,4,6,0,3.93,0.0,0,1,90,0,0.11,18.8
661,35.27,5.8,73.2,34.02,0.48,1017.9,115.6,358.3,2,15,0,3.73,0.0,2,0,70,1,0.33,13.8
662,39.54,5.9,82.4,27.87,0.28,1006.8,252.7,508.1,3,10,0,3.53,0.0,1,2,48,2,0.64,8.1
663,34.14,4.8,61.3,49.78,0.2,1008.8,41.9,221.6,3,5,0,3.9,0.0,21,2,95,0,0.04,26.2
664,34.87,4.2,56.9,37.98,0.94,1001.7,43.0,217.7,63,67,0,3.86,7.0,8,2,95,0,0.06,18.6
665,34.21,4.6,60.0,36.67,0.25,1012.8,58.7,211.0,5,9,0,4.07,0.0,22,1,96,0,0.09,15.5
666,34.82,7.1,73.2,26.46,0.69,1001.6,109.6,199.5,4,4,1,3.83,0.0,5,2,79,1,0.29,7.5
667,33.71,3.6,77.1,27.2,0.5,1004.5,143.9,205.4,4,17,0,3.64,0.0,19,0,80,1,0.22,7.9
668,25.4,1.2,90.0,15.6,0.17,1017.9,380.9,708.6,10,61,1,3.34,0.5,17,0,35,3,0.84,0.0
669,33.89,4.1,58.0,41.81,0.27,1009.4,56.4,230.3,9,5,0,4.04,0.0,2,1,89,0,0.03,19.8
670,34.22,3.8,55.1,34.29,0.32,1009.8,49.3,241.7,9,14,0,3.97,0.0,3,1,94,0,0.01,13.6
671,34.52,4.5,67.4,36.06,0.22,1005.7,43.5,240.4,5,5,0,3.97,0.0,5,2,90,0,0.12,14.9
672,34.05,4.0,64.9,37.53,1.0,1005.7,60.3,213.3,95,97,0,3.87,4.1,16,3,92,0,0.04,18.4
673,34.22,3.6,62.9,46.86,0.79,1016.9,55.7,215.4,50,48,0,4.03,4.4,16,3,95,0,0.12,26.3
674,34.17,6.2,67.1,45.99,0.26,1020.6,67.5,223.0,6,6,0,3.92,0.0,23,2,94,0,0.07,23.3
675,34.93,5.6,67.7,44.57,0.18,1011.4,64.5,210.7,5,3,0,3.81,0.0,1,3,94,0,0.06,21.8
676,34.11,6.1,68.7,37.33,0.71,1021.7,95.4,208.2,4,4,0,3.64,0.0,6,1,85,1,0.44,17.3
677,33.88,2.4,59.5,40.38,0.24,1012.2,54.2,225.3,6,2,0,4.17,0.0,18,3,90,0,0.09,18.5
678,34.41,3.6,59.3,47.98,0.31,1005.5,54.6,233.1,10,13,0,4.09,0.0,18,1,99,0,0.11,25.2
679,33.03,0.3,70.3,32.45,0.7,999.4,108.5,377.1,36,29,0,3.72,3.1,11,3,71,1,0.4,12.9
680,34.41,4.3,55.4,40.82,1.0,1017.2,52.7,237.9,90,93,0,4.08,6.6,16,2,89,0,0.12,21.5
681,36.77,3.7,51.9,33.11,0.47,1007.6,113.0,325.1,5,-6,0,3.62,0.0,2,3,83,1,0.33,13.0
682,33.87,6.4,71.2,30.41,0.63,1001.6,94.8,197.5,40,42,0,3.7,2.8,9,0,74,1,0.42,10.9
683,34.55,5.6,67.3,37.2,0.88,1020.1,31.8,214.5,62,58,0,3.88,5.2,9,1,92,0,0.06,17.7
684,35.06,3.2,60.7,38.37,0.98,1010.2,67.5,223.1,68,66,0,3.88,5.6,11,0,89,0,0.1,19.1
685,34.09,2.3,67.2,34.2,0.29,998.4,63.3,222.5,7,8,0,3.94,0.0,18,0,89,0,0.04,13.5
686,35.0,4.1,59.6,36.62,1.0,1019.5,72.6,239.3,67,72,0,4.04,5.6,12,3,92,0,0.06,17.5
687,28.04,-9.4,79.5,22.93,0.4,1015.8,207.0,425.5,1,23,0,3.43,0.0,1,1,61,2,0.53,4.1
688,35.09,3.5,65.2,38.21,0.32,998.8,31.3,217.1,8,13,0,3.81,0.0,21,1,88,0,0.01,17.0
689,34.33,2.9,62.8,49.74,0.13,1010.9,53.6,215.5,2,2,0,3.84,0.0,4,3,94,0,0.06,25.8
690,34.46,5.6,66.7,44.71,0.22,1001.1,35.8,233.0,7,11,0,4.12,0.0,4,0,90,0,0.07,22.1
691,35.57,3.5,47.5,28.22,0.64,1001.2,125.0,305.1,5,11,0,3.71,0.0,4,1,78,1,0.33,9.0
692,34.78,4.9,45.3,24.2,0.62,1006.3,143.9,284.8,32,22,0,3.58,3.0,13,2,85,1,0.2,5.4
693,34.1,3.0,63.1,46.91,0.3,1009.0,54.6,214.1,6,11,0,4.14,0.0,20,3,95,0,0.04,24.3
694,33.26,2.9,48.8,25.56,0.6,1020.5,86.7,182.8,3,14,0,3.81,0.0,3,2,83,1,0.28,6.6
695,35.12,3.9,68.0,34.37,0.82,1006.7,38.8,239.4,54,49,0,4.1,6.6,16,1,88,0,0.07,14.9
696,33.94,4.7,57.2,50.73,0.23,1019.6,58.5,231.6,4,7,0,3.91,0.0,7,1,94,0,0.12,27.1
697,33.99,4.1,67.2,36.86,1.0,1001.8,30.0,218.8,75,80,0,4.16,3.8,13,3,90,0,0.06,17.7
698,35.1,8.0,69.9,36.5,0.48,1004.6,139.2,376.3,2,-9,0,3.83,0.0,7,3,84,1,0.24,16.0
699,34.5,0.9,75.7,34.4,0.57,999.0,123.9,323.8,27,29,1,3.84,5.6,10,0,78,1,0.29,14.3
700,34.04,1.3,75.1,25.24,0.65,1021.1,141.3,309.1,53,41,0,3.8,2.2,8,0,85,1,0.41,6.3
701,36.15,8.3,75.2,35.71,0.72,1008.4,102.9,330.8,46,52,1,3.54,5.0,13,0,85,1,0.26,15.9
702,41.72,4.9,30.1,14.29,0.07,1006.7,361.0,750.2,10,78,0,3.22,0.2,8,0,42,3,0.8,0.0
703,37.14,12.2,82.8,28.13,0.41,1013.1,206.1,540.9,0,5,0,3.5,0.0,21,3,63,2,0.49,8.6
704,34.38,5.3,55.4,37.57,1.0,1017.0,50.5,241.2,62,67,0,3.97,3.8,10,0,98,0,0.06,18.4
705,35.62,4.5,46.5,35.27,0.71,1005.5,117.5,315.2,4,12,0,3.61,0.0,6,2,72,1,0.43,15.5
706,32.97,0.9,49.4,26.36,0.45,1010.9,106.9,316.1,30,45,0,3.61,3.5,15,1,79,1,0.36,7.1
707,33.93,3.4,62.8,45.75,0.83,1021.3,69.5,224.2,56,53,0,4.15,4.1,12,0,92,0,0.12,25.5
708,33.86,4.7,62.1,48.33,1.0,1021.2,60.0,219.6,71,69,0,3.89,7.1,10,1,88,0,0.03,28.6
709,30.2,3.1,82.5,27.07,0.5,1006.6,244.8,501.3,3,-1,0,3.38,0.0,19,3,52,2,0.58,7.8
710,34.96,4.1,64.1,45.58,0.21,1013.5,65.8,230.3,3,6,0,4.11,0.0,22,1,93,0,0.04,22.8
711,34.6,4.7,55.7,50.97,0.93,1015.0,57.8,227.4,67,63,0,4.01,0.0,17,1,93,0,0.02,30.8
712,34.81,4.0,62.4,45.49,0.31,1005.3,72.6,235.5,9,10,0,3.88,0.0,2,2,96,0,0.06,23.1
713,34.56,3.7,63.9,42.92,0.2,1004.0,44.2,210.2,2,2,0,3.82,0.0,7,3,90,0,0.06,20.5
714,31.72,-1.6,38.0,23.81,0.37,1019.1,169.4,476.5,3,9,0,3.35,0.0,19,1,50,2,0.56,4.8
715,34.36,6.0,57.9,46.54,0.93,998.0,74.4,232.2,61,63,1,4.03,8.9,15,0,93,0,0.02,26.6
716,34.34,2.6,55.4,51.03,1.0,1012.4,70.7,229.7,94,90,0,3.87,4.7,16,0,98,0,0.05,31.2
717,40.08,12.5,79.6,28.88,0.45,1002.3,241.9,424.2,0,14,1,3.58,0.0,18,1,48,2,0.73,9.3
718,30.41,5.4,43.3,27.84,0.49,1007.7,253.8,550.0,22,26,0,3.32,1.4,16,1,60,2,0.52,8.4
719,39.84,7.5,41.4,26.64,0.33,1004.8,243.9,433.8,21,6,0,3.47,2.4,11,0,62,2,0.59,7.2
720,33.41,3.2,48.6,30.78,0.55,999.0,109.5,329.1,2,4,0,3.78,0.0,4,3,71,1,0.27,11.1
721,39.0,8.9,81.5,21.88,0.49,1018.4,164.8,423.9,2,6,1,3.55,0.0,2,2,68,2,0.72,3.2
722,32.21,6.2,72.6,26.89,0.62,1003.8,97.1,312.0,33,33,1,3.82,2.0,16,2,79,1,0.37,7.8
723,41.43,7.0,25.4,20.17,0.12,1019.9,291.3,606.6,10,63,0,3.3,1.3,10,1,40,3,0.82,1.6
724,34.38,6.1,58.6,43.2,1.0,1000.7,70.5,238.6,71,70,0,4.06,6.0,13,0,91,0,0.08,23.8
725,34.55,2.7,57.2,41.8,0.22,1011.3,63.3,243.4,8,7,0,3.84,0.0,5,3,91,0,0.02,19.7
726,35.19,5.4,61.1,34.06,1.0,1016.5,34.9,218.0,93,94,0,3.89,6.9,15,1,90,0,0.06,15.1
727,35.48,7.7,68.1,30.47,0.69,1013.1,94.9,187.5,1,-3,1,3.63,0.0,21,1,72,1,0.44,11.1
728,34.42,5.7,66.0,42.04,0.74,1020.4,57.1,220.1,50,47,0,3.82,6.3,10,3,99,0,0.01,21.7
729,33.95,2.7,58.0,46.91,1.0,1009.4,47.2,229.7,92,93,0,4.04,6.6,11,0,98,0,0.02,27.3
730,34.66,5.8,60.8,51.56,0.24,1004.9,63.7,233.9,6,6,0,4.14,0.0,18,3,93,0,0.06,27.9
731,23.54,-17.2,93.9,16.87,0.2,1008.1,334.8,619.0,0,88,0,3.35,0.3,23,1,18,3,0.91,0.0
732,34.13,3.7,71.6,27.04,0.5,1016.3,106.2,352.3,33,25,0,3.81,4.3,13,3,84,1,0.35,7.7
733,33.02,-0.5,69.1,24.71,0.51,998.6,127.4,363.3,59,57,0,3.55,2.9,13,2,75,1,0.33,5.7
734,34.04,2.9,67.8,47.2,0.24,1009.7,60.6,236.9,8,12,0,3.98,0.0,6,3,90,0,0.11,24.2
735,35.78,4.8,68.1,36.63,0.5,1005.6,141.0,365.3,2,16,0,3.57,0.0,19,0,81,1,0.41,16.1
736,34.05,3.2,58.9,39.13,0.75,1019.7,66.1,215.6,49,46,0,3.86,6.5,14,3,92,0,0.06,19.1
737,28.16,0.7,39.3,25.85,0.3,1006.2,207.7,527.4,2,10,0,3.59,0.0,3,1,63,2,0.74,6.5
738,33.99,5.9,58.9,37.06,0.26,1019.4,47.7,215.2,5,10,0,3.83,0.0,2,2,95,0,0.08,15.8
739,34.15,5.9,61.7,37.01,0.64,1016.0,74.2,241.6,41,43,0,4.07,4.9,13,1,93,0,0.12,16.9
740,33.6,4.9,76.7,26.79,0.58,1017.3,145.2,337.4,2,-1,0,3.74,0.0,21,3,82,1,0.27,7.6
741,32.64,0.2,70.6,33.41,0.67,1000.6,97.5,288.3,48,62,0,3.8,5.5,13,3,74,1,0.21,13.7
742,34.02,3.5,65.4,46.2,0.13,1005.9,65.0,240.2,2,-3,0,3.83,0.0,2,1,95,0,0.07,22.9
743,32.27,2.5,77.2,30.06,0.64,1002.7,145.2,351.8,0,-15,0,3.75,0.0,21,0,76,1,0.3,10.6
744,34.82,4.0,62.7,31.75,1.0,999.8,68.7,225.5,72,67,0,4.13,6.7,15,1,89,0,0.03,12.9
745,33.09,4.8,76.4,27.51,0.54,1001.9,104.3,344.1,1,-1,0,3.5,0.0,5,2,78,1,0.42,8.2
746,35.06,4.4,55.8,51.5,0.25,1014.3,64.0,225.1,9,4,0,4.09,0.0,1,0,99,0,0.11,27.9
747,33.53,4.9,76.1,26.66,0.61,1017.1,109.1,328.9,4,12,1,3.62,0.0,2,2,84,1,0.32,7.5
748,28.61,4.2,38.5,23.81,0.47,1020.7,255.0,542.3,30,30,1,3.41,2.0,12,3,50,2,0.7,4.9
749,34.46,4.8,58.5,48.26,0.23,1020.7,38.9,227.4,4,3,0,3.87,0.0,6,0,95,0,0.08,25.1
750,27.77,-5.8,90.6,19.63,0.12,1012.7,341.5,616.5,3,93,1,3.11,0.3,5,3,33,3,0.91,1.2
751,34.28,3.8,59.9,30.39,0.22,1019.6,61.0,214.5,9,5,0,4.16,0.0,19,1,93,0,0.09,10.2
752,34.61,4.7,59.3,42.59,0.97,998.5,38.7,214.4,60,65,0,4.03,8.0,15,2,97,0,0.04,23.1
753,34.01,4.1,59.2,31.47,1.0,1003.4,53.8,226.2,86,85,0,4.09,7.4,16,0,88,0,0.05,12.6
754,34.67,4.3,62.3,43.3,0.27,1005.1,65.3,243.5,9,9,0,4.05,0.0,0,2,97,0,0.12,21.1
755,34.51,5.0,58.2,35.74,0.13,1016.6,46.9,234.5,2,1,1,4.05,0.0,1,1,89,0,0.09,14.4
756,34.67,4.3,75.6,30.35,0.49,1006.9,92.0,307.6,5,9,0,3.83,0.0,4,3,80,1,0.23,10.6
757,34.68,6.2,63.4,44.16,1.0,999.5,47.8,221.4,93,88,0,3.81,6.3,10,3,99,0,0.09,24.7
758,34.53,3.9,67.2,31.79,0.22,1007.5,40.6,236.4,7,7,0,3.95,0.0,2,1,94,0,0.02,11.3
759,28.46,-8.8,37.3,26.43,0.42,1001.3,183.9,510.3,0,-17,0,3.31,0.0,4,0,49,2,0.68,7.1
760,34.69,6.7,60.1,45.72,0.69,1014.8,53.0,220.1,41,46,0,3.88,3.7,10,2,95,0,0.04,24.9
761,34.96,6.2,60.2,42.24,0.22,1019.6,36.9,210.3,6,5,0,3.88,0.0,18,2,93,0,0.08,20.0
762,34.17,1.5,77.7,29.42,0.48,1014.2,128.7,186.1,27,13,0,3.57,4.8,12,0,79,1,0.38,9.8
763,33.88,2.1,63.1,41.24,0.19,1007.3,55.5,241.0,6,4,0,3.87,0.0,18,2,95,0,0.05,19.1
764,40.91,20.9,92.5,18.31,0.2,1008.7,312.8,777.0,3,39,0,3.22,1.7,10,3,41,3,0.97,0.1
765,34.32,5.2,63.4,36.16,0.23,1020.3,73.7,236.0,7,3,0,3.81,0.0,23,1,90,0,0.02,15.0
766,39.39,9.7,88.2,24.55,0.47,1015.6,207.7,422.0,0,-5,0,3.38,0.0,6,0,63,2,0.49,5.5
767,34.75,3.9,55.4,51.4,0.24,1015.3,52.4,239.1,8,5,0,3.82,0.0,4,1,92,0,0.09,27.8
768,34.18,3.3,66.3,30.97,0.21,1015.8,40.6,225.7,2,7,0,4.01,0.0,6,2,91,0,0.09,10.6
769,34.31,3.2,65.7,41.9,0.94,1001.5,54.5,223.1,63,66,0,3.95,6.7,9,2,93,0,0.05,22.3
770,33.96,3.2,45.8,30.31,0.6,1011.0,101.5,372.5,5,4,0,3.81,0.0,21,3,74,1,0.29,10.8
771,40.42,6.6,42.4,25.44,0.38,1014.4,199.6,535.3,0,12,0,3.38,0.0,23,1,50,2,0.63,6.2
772,34.82,6.2,65.4,34.82,1.0,1014.7,54.7,223.8,82,83,0,4.09,4.1,10,3,95,0,0.08,15.8
773,39.8,13.1,88.1,28.25,0.39,1003.0,229.5,462.9,3,2,1,3.54,0.0,6,0,45,2,0.49,8.6
774,34.43,3.9,56.5,36.6,0.19,1012.2,72.5,233.2,2,6,0,3.96,0.0,21,0,95,0,0.07,15.2
775,24.11,3.2,91.8,16.96,0.15,1009.7,389.7,723.2,12,42,0,3.33,1.4,21,3,24,3,0.98,0.0
776,33.93,2.8,58.2,38.36,0.18,1018.5,67.4,232.1,3,5,0,3.98,0.0,2,3,96,0,0.05,16.7
777,34.76,4.2,62.7,31.52,0.26,999.2,60.4,211.0,10,12,0,4.01,0.0,6,3,96,0,0.1,11.2
778,34.36,2.2,47.6,26.17,0.68,999.1,95.6,313.1,0,6,0,3.67,0.0,18,0,75,1,0.2,7.2
779,34.76,5.3,66.0,33.62,0.13,1014.8,40.3,225.6,3,-1,0,4.03,0.0,5,1,95,0,0.01,12.6
780,32.51,5.5,70.8,37.28,0.55,1001.9,121.2,286.5,2,15,0,3.82,0.0,0,2,74,1,0.43,16.8
781,34.14,8.0,48.4,29.79,0.6,999.4,102.1,359.0,1,4,0,3.55,0.0,18,1,82,1,0.23,10.3
782,34.17,5.5,61.9,48.93,0.26,1011.3,43.7,238.4,7,5,0,3.98,0.0,0,0,89,0,0.06,25.8
783,33.98,2.7,61.6,42.46,0.22,1007.8,68.8,212.4,10,6,0,4.12,0.0,20,0,91,0,0.05,20.2
784,37.1,5.5,88.2,24.79,0.49,1004.9,199.1,504.9,12,0,0,3.42,3.6,13,0,52,2,0.65,5.8
785,34.38,4.0,62.3,36.1,0.15,1020.1,61.7,237.2,2,2,0,4.17,0.0,2,3,96,0,0.05,14.7
786,35.02,4.5,63.9,44.54,1.0,999.5,61.3,242.3,78,82,0,3.83,6.2,15,3,96,0,0.05,25.0
787,41.99,7.5,95.4,20.81,0.08,1016.4,318.6,605.1,3,74,1,3.24,0.6,20,2,33,3,0.9,2.1
788,34.76,3.6,64.3,41.44,0.25,1017.9,54.9,217.2,9,13,0,3.91,0.0,4,2,97,0,0.04,19.5
789,34.35,6.4,64.3,35.6,0.18,1002.5,72.0,226.1,7,4,0,3.94,0.0,5,3,94,0,0.07,14.4
790,35.19,6.6,62.6,31.12,0.79,1000.9,42.5,229.9,52,51,0,4.03,6.1,8,3,89,0,0.05,11.9
791,30.19,3.7,86.6,28.91,0.39,1003.8,252.6,516.1,1,-17,1,3.4,0.0,1,0,53,2,0.65,9.2
792,23.42,-7.3,92.7,17.79,0.05,1000.3,384.4,589.5,6,56,1,3.2,1.2,7,2,37,3,0.97,0.0
793,34.65,5.0,66.6,44.77,0.63,1008.7,71.3,219.8,40,38,0,4.12,6.0,13,1,89,0,0.04,23.8
794,37.08,3.8,36.8,20.21,0.38,1012.4,227.3,481.1,2,2,0,3.43,0.0,4,3,49,2,0.54,1.7
795,34.37,3.6,57.8,38.35,0.25,1008.9,45.9,219.6,6,4,0,4.06,0.0,22,3,98,0,0.07,16.9
796,34.3,5.6,55.3,39.62,0.21,1018.5,49.6,225.6,8,4,0,4.15,0.0,0,3,90,0,0.04,17.8
797,38.28,2.4,35.8,20.79,0.48,1002.5,251.6,432.9,0,-4,0,3.39,0.0,20,1,53,2,0.71,2.3
798,33.89,3.0,66.3,36.34,1.0,999.6,57.9,230.0,90,87,0,3.86,3.6,13,2,97,0,0.12,17.2
799,28.5,-1.6,86.4,27.87,0.33,999.4,232.3,441.4,1,-4,1,3.38,0.0,3,2,61,2,0.7,8.2
800,34.02,5.7,56.7,35.41,0.21,1007.1,68.8,239.2,6,8,0,3.89,0.0,4,1,88,0,0.08,14.3
801,34.92,5.3,63.8,40.27,0.28,1004.0,47.8,229.0,8,11,0,4.1,0.0,0,2,99,0,0.07,18.6
802,34.5,5.6,65.5,32.54,0.97,1016.6,39.3,231.0,63,62,0,3.91,3.6,13,1,88,0,0.06,13.6
803,39.62,10.9,81.3,22.53,0.35,999.2,184.4,422.3,1,9,0,3.41,0.0,4,3,49,2,0.54,3.7
804,33.87,5.6,61.0,43.16,0.21,1006.0,47.4,232.9,8,4,0,3.98,0.0,4,0,95,0,0.11,20.8
805,33.94,4.8,64.7,43.87,1.0,999.2,55.3,212.1,72,70,0,3.93,6.9,9,1,93,0,0.05,24.4
806,38.52,12.2,85.3,29.99,0.29,1001.4,214.8,524.9,21,5,0,3.4,3.0,16,0,65,2,0.68,9.9
807,33.32,7.3,68.4,35.19,0.69,999.6,85.8,321.8,1,-1,0,3.7,0.0,6,0,76,1,0.45,15.4
808,35.78,5.2,77.2,35.36,0.54,1011.2,95.8,183.4,5,4,0,3.63,0.0,1,2,78,1,0.32,15.1
809,33.57,3.6,74.8,36.55,0.51,1015.4,131.6,188.4,4,13,1,3.67,0.0,23,2,79,1,0.28,16.1
810,27.18,-0.1,89.2,20.34,0.21,999.9,303.5,730.2,3,89,0,3.18,0.8,12,0,30,3,0.86,1.8
811,42.44,1.3,25.5,20.85,0.11,1012.1,330.9,649.4,6,90,1,3.11,1.0,5,3,41,3,0.98,2.2
812,30.44,-2.0,79.8,20.82,0.45,1021.8,192.7,472.8,7,-7,1,3.46,2.2,12,3,67,2,0.5,2.3
813,33.99,5.7,67.8,42.58,0.22,998.9,46.5,234.0,7,12,0,3.93,0.0,0,3,97,0,0.01,20.3
814,36.31,6.3,49.4,32.58,0.49,1003.4,102.4,363.7,0,11,0,3.8,0.0,0,1,73,1,0.24,12.6
815,34.27,3.6,57.1,36.46,1.0,1003.1,51.3,225.8,72,71,0,4.11,4.8,9,0,92,0,0.12,17.3
816,32.18,-1.3,76.8,34.79,0.64,1003.0,94.6,183.8,24,18,0,3.75,3.2,14,1,79,1,0.23,14.9
817,34.35,5.9,59.5,38.57,1.0,1005.8,32.2,239.4,91,90,0,4.17,7.8,15,0,95,0,0.1,19.4
818,36.6,2.9,52.8,25.31,0.69,1019.8,97.0,184.9,2,0,0,3.51,0.0,22,3,85,1,0.24,6.4
819,34.88,4.2,63.2,30.06,0.24,1018.6,62.0,238.0,7,7,0,3.99,0.0,23,1,93,0,0.03,9.9
820,35.05,5.9,67.9,40.01,0.24,998.4,57.6,231.4,8,3,0,4.0,0.0,23,2,88,0,0.09,18.2
821,35.03,4.3,67.1,48.37,0.18,1011.9,71.1,231.3,5,5,0,4.14,0.0,18,0,91,0,0.1,25.0
822,34.12,4.1,57.9,31.05,0.61,1020.9,67.0,218.4,40,41,0,4.0,8.4,12,2,88,0,0.11,11.5
823,35.18,8.6,73.8,37.85,0.6,1013.5,119.7,203.4,1,15,0,3.69,0.0,20,2,83,1,0.25,17.5
824,35.1,4.3,64.5,33.56,0.85,1013.3,37.6,220.2,56,57,0,3.94,7.7,15,0,96,0,0.04,14.2
825,37.01,13.0,86.6,27.65,0.33,1014.0,239.4,552.2,1,-12,0,3.55,0.0,2,1,61,2,0.62,8.0
826,33.93,5.3,57.3,50.04,0.83,1017.6,66.3,229.1,56,51,0,4.09,9.0,8,0,93,0,0.03,29.4
827,35.09,5.2,63.2,32.28,1.0,1012.1,31.3,239.9,90,91,0,3.88,0.0,17,1,98,0,0.03,13.4
828,42.59,14.4,32.0,15.39,0.06,1006.1,353.6,655.3,5,77,0,3.0,0.7,22,0,41,3,0.98,0.0
829,40.71,6.7,30.4,17.46,0.22,1003.9,354.2,576.8,2,90,0,3.12,1.2,23,0,38,3,0.79,0.0
830,35.0,5.5,55.7,47.95,0.79,1010.0,43.5,243.7,48,47,0,4.12,0.0,17,3,96,0,0.12,27.3
831,33.84,4.5,58.7,43.26,0.25,1001.0,38.3,213.3,4,7,0,3.84,0.0,23,2,93,0,0.04,21.0
832,33.91,3.3,55.6,47.85,0.25,1000.4,44.0,236.6,10,6,0,4.06,0.0,18,1,96,0,0.04,24.8
833,35.03,4.8,56.2,32.07,0.77,1004.3,45.0,235.9,48,44,1,4.14,3.7,12,0,94,0,0.1,12.7
834,34.04,5.0,63.4,34.81,0.21,1007.8,55.6,240.3,2,4,0,4.16,0.0,18,1,96,0,0.11,13.8
835,34.82,5.2,65.9,43.49,0.23,1011.9,52.2,218.3,8,6,0,3.91,0.0,21,2,97,0,0.02,21.1
